PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue
915,4,Complete,257,1514,5,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703
916,4,Complete,261,1498,4,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,26455.275,2116.422,661.3819,29233.0789
917,4,Complete,251,1674,2,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,944.37,75.5496,23.6093,1043.5289
918,4,Complete,253,1652,4,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,51588.075,4127.046,1289.7019,57004.8229
919,4,Complete,255,1578,5,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,26720.925,2137.674,668.0231,29526.6221
920,4,Complete,256,1538,5,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,37843.575,3027.486,946.0894,41817.1504
921,4,Complete,259,1556,4,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,25531.275,2042.502,638.2819,28212.0589
922,4,Complete,260,1554,5,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,278.838,22.307,6.971,308.116
923,4,Complete,258,1688,4,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,125.748,10.0598,3.1437,138.9515
924,4,Complete,254,1580,5,2013-09-15 00:00:00.000,2013-09-24 00:00:00.000,150.7905,12.0632,3.7698,166.6235
925,4,Complete,257,1496,5,2013-09-17 00:00:00.000,2013-09-26 00:00:00.000,2069.2665,165.5413,51.7317,2286.5395
926,4,Complete,261,1494,2,2013-09-17 00:00:00.000,2013-09-26 00:00:00.000,8847.3,707.784,221.1825,9776.2665
927,4,Complete,251,1650,5,2013-09-17 00:00:00.000,2013-09-26 00:00:00.000,171.0765,13.6861,4.2769,189.0395
928,4,Complete,253,1654,4,2013-09-17 00:00:00.000,2013-09-26 00:00:00.000,20397.3,1631.784,509.9325,22539.0165
929,4,Complete,252,1664,3,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,14628.075,1170.246,365.7019,16164.0229
930,4,Complete,256,1678,3,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,58685.55,4694.844,1467.1388,64847.5328
931,4,Complete,259,1616,5,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,532.287,42.583,13.3072,588.1772
932,4,Complete,260,1492,5,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,272.7585,21.8207,6.819,301.3982
933,4,Complete,258,1602,5,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192
934,4,Complete,254,1540,5,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,279.783,22.3826,6.9946,309.1602
935,4,Complete,257,1628,5,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
936,4,Complete,261,1604,4,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,1839.5055,147.1604,45.9876,2032.6535
937,4,Complete,251,1690,5,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,146.286,11.7029,3.6572,161.6461
938,4,Complete,253,1566,5,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,102.564,8.2051,2.5641,113.3332
939,4,Complete,255,1698,5,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,150.7905,12.0632,3.7698,166.6235
940,4,Complete,252,1560,5,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,13669.425,1093.554,341.7356,15104.7146
941,4,Complete,259,1692,5,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,13458.69,1076.6952,336.4673,14871.8525
942,4,Complete,260,1696,2,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,28343.7,2267.496,708.5925,31319.7885
943,4,Complete,258,1504,1,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,551.88,44.1504,13.797,609.8274
944,4,Rejected,250,1544,1,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,3811.5,304.92,95.2875,4211.7075
945,4,Complete,257,1530,2,2013-09-20 00:00:00.000,2013-09-29 00:00:00.000,28072.275,2245.782,701.8069,31019.8639
946,4,Complete,261,1508,1,2013-09-20 00:00:00.000,2013-09-29 00:00:00.000,37312.275,2984.982,932.8069,41230.0639
947,4,Complete,251,1694,1,2013-09-20 00:00:00.000,2013-09-29 00:00:00.000,3407.25,272.58,85.1813,3765.0113
948,4,Complete,253,1624,2,2013-09-20 00:00:00.000,2013-09-29 00:00:00.000,28297.5,2263.8,707.4375,31268.7375
949,4,Complete,255,1548,2,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,59.9445,4.7956,1.4986,66.2387
950,4,Complete,256,1598,4,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,117.432,9.3946,2.9358,129.7624
951,4,Complete,259,1658,5,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
952,4,Complete,260,1536,5,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,142.632,11.4106,3.5658,157.6084
953,4,Complete,258,1568,1,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,12300.75,984.06,307.5188,13592.3288
954,4,Complete,254,1648,5,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,142.4115,11.3929,3.5603,157.3647
955,4,Complete,257,1646,5,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,19236.525,1538.922,480.9131,21256.3601
956,4,Complete,261,1672,4,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,50983.9365,4078.7149,1274.5984,56337.2498
957,4,Complete,251,1600,1,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,1276.275,102.102,31.9069,1410.2839
958,4,Complete,253,1522,1,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,2003.925,160.314,50.0981,2214.3371
959,4,Complete,255,1570,2,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,50860.425,4068.834,1271.5106,56200.7696
960,4,Complete,256,1516,1,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,454.86,36.3888,11.3715,502.6203
961,4,Complete,259,1506,5,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
962,4,Complete,250,1626,2,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,7132.125,570.57,178.3031,7880.9981
963,4,Complete,258,1542,2,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,28343.7,2267.496,708.5925,31319.7885
964,4,Complete,254,1610,4,2013-09-22 00:00:00.000,2013-10-01 00:00:00.000,22516.725,1801.338,562.9181,24880.9811
965,4,Complete,258,1644,1,2013-09-26 00:00:00.000,2013-10-05 00:00:00.000,3713.325,297.066,92.8331,4103.2241
966,4,Complete,254,1680,5,2013-09-26 00:00:00.000,2013-10-05 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379
967,4,Complete,257,1584,5,2013-09-26 00:00:00.000,2013-10-05 00:00:00.000,16340.31,1307.2248,408.5078,18056.0426
968,4,Complete,261,1620,5,2013-09-26 00:00:00.000,2013-10-05 00:00:00.000,5711.475,456.918,142.7869,6311.1799
969,4,Complete,257,1638,5,2013-09-26 00:00:00.000,2013-10-05 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
970,4,Complete,261,1582,4,2013-09-26 00:00:00.000,2013-10-05 00:00:00.000,364.9275,29.1942,9.1232,403.2449
971,5,Complete,251,1510,5,2013-09-26 00:00:00.000,2013-10-05 00:00:00.000,143.0415,11.4433,3.576,158.0608
972,4,Complete,253,1526,2,2013-09-26 00:00:00.000,2013-10-05 00:00:00.000,28199.325,2255.946,704.9831,31160.2541
973,4,Complete,250,1666,4,2013-09-27 00:00:00.000,2013-10-06 00:00:00.000,360.045,28.8036,9.0011,397.8497
974,4,Complete,253,1592,2,2013-09-27 00:00:00.000,2013-10-06 00:00:00.000,97.965,7.8372,2.4491,108.2513
975,5,Complete,255,1618,4,2013-09-27 00:00:00.000,2013-10-06 00:00:00.000,114.471,9.1577,2.8618,126.4905
976,4,Complete,256,1612,4,2013-09-27 00:00:00.000,2013-10-06 00:00:00.000,132.6465,10.6117,3.3162,146.5744
977,4,Complete,255,1644,1,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,3713.325,297.066,92.8331,4103.2241
978,4,Complete,256,1680,5,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379
979,4,Complete,259,1584,5,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,16340.31,1307.2248,408.5078,18056.0426
980,4,Complete,260,1620,5,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,5711.475,456.918,142.7869,6311.1799
981,4,Complete,250,1666,4,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,235.9035,18.8723,5.8976,260.6734
982,4,Complete,254,1592,2,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,97.965,7.8372,2.4491,108.2513
983,4,Complete,257,1618,4,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,114.471,9.1577,2.8618,126.4905
984,4,Rejected,261,1612,4,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,132.6465,10.6117,3.3162,146.5744
985,4,Complete,251,1586,5,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
986,4,Complete,253,1500,1,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,418.95,33.516,10.4738,462.9398
987,4,Complete,255,1656,4,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,402.7275,32.2182,10.0682,445.0139
988,4,Complete,256,1572,1,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,461.79,36.9432,11.5448,510.278
989,4,Complete,259,1562,4,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,592.7985,47.4239,14.82,655.0424
990,4,Complete,260,1662,2,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,37.0755,2.966,0.9269,40.9684
991,4,Complete,258,1682,4,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,21558.075,1724.646,538.9519,23821.6729
992,4,Complete,254,1686,4,2013-09-29 00:00:00.000,2013-10-08 00:00:00.000,260.1585,20.8127,6.504,287.4752
993,4,Complete,257,1684,4,2013-09-30 00:00:00.000,2013-10-09 00:00:00.000,45172.05,3613.764,1129.3013,49915.1153
994,4,Rejected,261,1534,4,2013-09-30 00:00:00.000,2013-10-09 00:00:00.000,254.583,20.3666,6.3646,281.3142
995,4,Complete,251,1614,4,2013-09-30 00:00:00.000,2013-10-09 00:00:00.000,390.6,31.248,9.765,431.613
996,4,Complete,253,1588,5,2013-09-30 00:00:00.000,2013-10-09 00:00:00.000,40471.2,3237.696,1011.78,44720.676
997,4,Complete,255,1622,4,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,389.655,31.1724,9.7414,430.5688
998,4,Complete,256,1632,5,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,62092.8,4967.424,1552.32,68612.544
999,4,Complete,252,1608,5,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,5948.25,475.86,148.7063,6572.8163
1000,4,Complete,260,1576,5,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348
1001,4,Complete,258,1590,1,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,525,42,13.125,580.125
1002,4,Complete,254,1514,5,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,281.8935,22.5515,7.0473,311.4923
1003,4,Complete,257,1498,4,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,26455.275,2116.422,661.3819,29233.0789
1004,4,Rejected,261,1674,2,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,944.37,75.5496,23.6093,1043.5289
1005,4,Complete,250,1652,4,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,51588.075,4127.046,1289.7019,57004.8229
1006,4,Complete,253,1578,3,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,62843.55,5027.484,1571.0888,69442.1228
1007,4,Complete,255,1538,5,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,37843.575,3027.486,946.0894,41817.1504
1008,4,Complete,256,1556,4,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,25531.275,2042.502,638.2819,28212.0589
1009,4,Complete,259,1554,5,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,688.086,55.0469,17.2022,760.3351
1010,4,Complete,260,1688,4,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,125.748,10.0598,3.1437,138.9515
1011,4,Complete,258,1580,5,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,150.7905,12.0632,3.7698,166.6235
1012,4,Complete,254,1496,5,2013-10-06 00:00:00.000,2013-10-15 00:00:00.000,279.783,22.3826,6.9946,309.1602
1013,7,Complete,259,1586,5,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
1014,4,Complete,260,1500,1,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,418.95,33.516,10.4738,462.9398
1015,4,Complete,258,1656,4,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,3939.012,315.121,98.4753,4352.6083
1016,4,Complete,254,1572,1,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,461.79,36.9432,11.5448,510.278
1017,4,Complete,252,1562,4,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,797.895,63.8316,19.9474,881.674
1018,4,Complete,261,1662,2,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,37.0755,2.966,0.9269,40.9684
1019,4,Complete,251,1682,4,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,21558.075,1724.646,538.9519,23821.6729
1020,4,Complete,253,1686,4,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,422.1,33.768,10.5525,466.4205
1021,4,Complete,255,1684,5,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,86220.75,6897.66,2155.5188,95273.9288
1022,4,Complete,256,1534,4,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,261.1035,20.8883,6.5276,288.5194
1023,4,Complete,259,1614,5,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,428.4,34.272,10.71,473.382
1024,5,Complete,260,1588,5,2013-10-10 00:00:00.000,2013-10-19 00:00:00.000,40471.2,3237.696,1011.78,44720.676
1025,4,Complete,252,1494,2,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,8847.3,707.784,221.1825,9776.2665
1026,4,Complete,261,1650,5,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,171.0765,13.6861,4.2769,189.0395
1027,4,Complete,251,1654,4,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,20397.3,1631.784,509.9325,22539.0165
1028,4,Complete,253,1664,3,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,14628.075,1170.246,365.7019,16164.0229
1029,4,Complete,255,1678,3,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,58685.55,4694.844,1467.1388,64847.5328
1030,4,Complete,256,1616,4,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,370.755,29.6604,9.2689,409.6843
1031,4,Complete,259,1492,4,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,501.1965,40.0957,12.5299,553.8221
1032,4,Complete,260,1602,5,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,270.8055,21.6644,6.7701,299.24
1033,4,Complete,258,1540,5,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,416.745,33.3396,10.4186,460.5032
1034,4,Complete,254,1628,5,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
1035,4,Complete,257,1604,4,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,1839.5055,147.1604,45.9876,2032.6535
1036,4,Complete,261,1690,5,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,146.286,11.7029,3.6572,161.6461
1037,4,Complete,251,1566,5,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,102.564,8.2051,2.5641,113.3332
1038,4,Complete,253,1698,5,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,150.7905,12.0632,3.7698,166.6235
1039,4,Complete,255,1560,5,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,13669.425,1093.554,341.7356,15104.7146
1040,4,Complete,256,1692,5,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,2934.54,234.7632,73.3635,3242.6667
1041,4,Complete,259,1696,4,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,73377.15,5870.172,1834.4288,81081.7508
1042,4,Complete,260,1504,1,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,551.88,44.1504,13.797,609.8274
1043,4,Complete,258,1544,1,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,3176.25,254.1,79.4063,3509.7563
1044,4,Complete,254,1530,2,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,28072.275,2245.782,701.8069,31019.8639
1045,4,Complete,257,1508,1,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,37312.275,2984.982,932.8069,41230.0639
1046,4,Complete,261,1694,1,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,7623,609.84,190.575,8423.415
1047,4,Complete,251,1624,2,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,28297.5,2263.8,707.4375,31268.7375
1048,4,Complete,253,1548,2,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,59.9445,4.7956,1.4986,66.2387
1049,4,Complete,252,1598,4,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,598.878,47.9102,14.972,661.7602
1050,4,Complete,256,1658,5,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
1051,4,Complete,259,1536,4,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,481.887,38.551,12.0472,532.4852
1052,4,Complete,260,1568,1,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,10631.775,850.542,265.7944,11748.1114
1053,4,Complete,258,1648,5,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,142.4115,11.3929,3.5603,157.3647
1054,4,Complete,254,1646,2,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,28794.15,2303.532,719.8538,31817.5358
1055,4,Complete,257,1672,4,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,51807.3465,4144.5877,1295.1837,57247.1179
1056,4,Complete,261,1600,1,2013-10-14 00:00:00.000,2013-10-23 00:00:00.000,1276.275,102.102,31.9069,1410.2839
1057,4,Complete,258,1622,5,2013-10-15 00:00:00.000,2013-10-24 00:00:00.000,836.01,66.8808,20.9003,923.7911
1058,4,Complete,254,1632,5,2013-10-15 00:00:00.000,2013-10-24 00:00:00.000,62092.8,4967.424,1552.32,68612.544
1059,5,Complete,257,1608,5,2013-10-15 00:00:00.000,2013-10-24 00:00:00.000,5948.25,475.86,148.7063,6572.8163
1060,4,Complete,261,1576,5,2013-10-15 00:00:00.000,2013-10-24 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348
1061,4,Complete,251,1590,1,2013-10-15 00:00:00.000,2013-10-24 00:00:00.000,525,42,13.125,580.125
1062,4,Complete,253,1514,3,2013-10-15 00:00:00.000,2013-10-24 00:00:00.000,1721.79,137.7432,43.0448,1902.578
1063,4,Complete,255,1498,4,2013-10-15 00:00:00.000,2013-10-24 00:00:00.000,26455.275,2116.422,661.3819,29233.0789
1064,4,Complete,256,1674,2,2013-10-15 00:00:00.000,2013-10-24 00:00:00.000,944.37,75.5496,23.6093,1043.5289
1065,4,Complete,251,1522,1,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,2003.925,160.314,50.0981,2214.3371
1066,4,Complete,253,1570,2,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,50860.425,4068.834,1271.5106,56200.7696
1067,4,Complete,255,1516,1,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,454.86,36.3888,11.3715,502.6203
1068,4,Complete,252,1506,5,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
1069,4,Complete,259,1626,2,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,7132.125,570.57,178.3031,7880.9981
1070,4,Complete,260,1542,2,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,28343.7,2267.496,708.5925,31319.7885
1071,4,Complete,258,1610,4,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,22516.725,1801.338,562.9181,24880.9811
1072,4,Complete,250,1638,5,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
1073,4,Complete,257,1582,5,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,427.9275,34.2342,10.6982,472.8599
1074,4,Rejected,261,1510,5,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,143.0415,11.4433,3.576,158.0608
1075,4,Complete,251,1526,2,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,28199.325,2255.946,704.9831,31160.2541
1076,4,Complete,253,1644,1,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,3713.325,297.066,92.8331,4103.2241
1077,4,Complete,255,1680,5,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379
1078,4,Complete,256,1584,5,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,16340.31,1307.2248,408.5078,18056.0426
1079,5,Complete,259,1620,5,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,5711.475,456.918,142.7869,6311.1799
1080,4,Complete,260,1666,5,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,429.345,34.3476,10.7336,474.4262
1081,4,Complete,259,1652,4,2013-10-21 00:00:00.000,2013-10-30 00:00:00.000,51588.075,4127.046,1289.7019,57004.8229
1082,4,Complete,260,1578,3,2013-10-21 00:00:00.000,2013-10-30 00:00:00.000,36122.625,2889.81,903.0656,39915.5006
1083,4,Complete,258,1538,5,2013-10-21 00:00:00.000,2013-10-30 00:00:00.000,37843.575,3027.486,946.0894,41817.1504
1084,6,Complete,254,1556,4,2013-10-21 00:00:00.000,2013-10-30 00:00:00.000,25531.275,2042.502,638.2819,28212.0589
1085,4,Complete,257,1554,4,2013-10-30 00:00:00.000,2013-11-08 00:00:00.000,1094.7825,87.5826,27.3696,1209.7347
1086,4,Complete,261,1688,4,2013-10-30 00:00:00.000,2013-11-08 00:00:00.000,125.748,10.0598,3.1437,138.9515
1087,4,Complete,251,1580,5,2013-10-30 00:00:00.000,2013-11-08 00:00:00.000,150.7905,12.0632,3.7698,166.6235
1088,4,Complete,253,1496,5,2013-10-30 00:00:00.000,2013-11-08 00:00:00.000,690.4485,55.2359,17.2612,762.9456
1089,4,Complete,252,1494,2,2013-10-30 00:00:00.000,2013-11-08 00:00:00.000,8847.3,707.784,221.1825,9776.2665
1090,4,Complete,256,1650,5,2013-10-30 00:00:00.000,2013-11-08 00:00:00.000,171.0765,13.6861,4.2769,189.0395
1091,4,Complete,259,1654,4,2013-10-30 00:00:00.000,2013-11-08 00:00:00.000,20397.3,1631.784,509.9325,22539.0165
1092,4,Complete,260,1664,3,2013-10-30 00:00:00.000,2013-11-08 00:00:00.000,14628.075,1170.246,365.7019,16164.0229
4004,8,Approved,252,1636,3,2013-11-03 00:00:00.000,2013-11-28 00:00:00.000,46383,3710.64,927.66,51021.3
1093,4,Complete,258,1678,3,2013-11-06 00:00:00.000,2013-11-15 00:00:00.000,58685.55,4694.844,1467.1388,64847.5328
1094,5,Complete,254,1616,4,2013-11-06 00:00:00.000,2013-11-15 00:00:00.000,228.123,18.2498,5.7031,252.0759
1095,4,Complete,257,1492,4,2013-11-06 00:00:00.000,2013-11-15 00:00:00.000,593.586,47.4869,14.8397,655.9126
1096,4,Complete,261,1602,5,2013-11-06 00:00:00.000,2013-11-15 00:00:00.000,1525.23,122.0184,38.1308,1685.3792
1097,4,Complete,251,1540,5,2013-11-06 00:00:00.000,2013-11-15 00:00:00.000,776.79,62.1432,19.4198,858.353
1098,4,Complete,253,1628,5,2013-11-06 00:00:00.000,2013-11-15 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
1099,4,Complete,255,1604,4,2013-11-06 00:00:00.000,2013-11-15 00:00:00.000,1839.5055,147.1604,45.9876,2032.6535
1100,4,Complete,252,1690,5,2013-11-06 00:00:00.000,2013-11-15 00:00:00.000,146.286,11.7029,3.6572,161.6461
1101,4,Complete,259,1566,5,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,102.564,8.2051,2.5641,113.3332
1102,4,Complete,260,1698,5,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,150.7905,12.0632,3.7698,166.6235
1103,4,Complete,258,1560,5,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,13669.425,1093.554,341.7356,15104.7146
1104,4,Rejected,250,1692,5,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,6444.9,515.592,161.1225,7121.6145
1105,4,Complete,257,1696,2,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,50860.425,4068.834,1271.5106,56200.7696
1106,4,Complete,261,1504,1,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,551.88,44.1504,13.797,609.8274
1107,4,Complete,251,1544,1,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,6987.75,559.02,174.6938,7721.4638
1108,4,Complete,253,1530,2,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,28072.275,2245.782,701.8069,31019.8639
1109,4,Complete,255,1508,1,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,37312.275,2984.982,932.8069,41230.0639
1110,4,Complete,256,1694,1,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,7623,609.84,190.575,8423.415
1111,4,Complete,259,1624,2,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,28297.5,2263.8,707.4375,31268.7375
1112,4,Complete,260,1548,2,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,59.9445,4.7956,1.4986,66.2387
1113,4,Complete,258,1598,4,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,339.255,27.1404,8.4814,374.8768
1114,4,Complete,254,1658,5,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
1115,4,Complete,257,1536,4,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,2423.232,193.8586,60.5808,2677.6714
1116,4,Complete,261,1568,2,2013-11-07 00:00:00.000,2013-11-16 00:00:00.000,29989.575,2399.166,749.7394,33138.4804
1117,4,Complete,251,1648,5,2013-11-08 00:00:00.000,2013-11-17 00:00:00.000,142.4115,11.3929,3.5603,157.3647
1118,4,Complete,253,1646,5,2013-11-08 00:00:00.000,2013-11-17 00:00:00.000,19236.525,1538.922,480.9131,21256.3601
1119,4,Complete,255,1672,4,2013-11-08 00:00:00.000,2013-11-17 00:00:00.000,693.5985,55.4879,17.34,766.4264
1120,4,Complete,256,1600,1,2013-11-08 00:00:00.000,2013-11-17 00:00:00.000,1276.275,102.102,31.9069,1410.2839
1121,4,Complete,259,1522,1,2013-11-08 00:00:00.000,2013-11-17 00:00:00.000,2003.925,160.314,50.0981,2214.3371
1122,5,Complete,250,1570,2,2013-11-08 00:00:00.000,2013-11-17 00:00:00.000,28343.7,2267.496,708.5925,31319.7885
1123,4,Complete,258,1516,1,2013-11-08 00:00:00.000,2013-11-17 00:00:00.000,454.86,36.3888,11.3715,502.6203
1124,4,Complete,254,1506,5,2013-11-08 00:00:00.000,2013-11-17 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
